"STATION","DATE","AWND","DAEV","DAPR","DASF","EVAP","FMTM","MDEV","MDPR","MDSF","MNPN","MXPN","PGTM","PRCP","SN32","SN52","SNOW","SNWD","SX32","SX52","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDMV","WESD","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USC00118324","2003-10-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"72","38","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-14",,,,,,,,,,,,,"0.44",,,"0.0","0.0",,,,"77","39","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-15",,,,,,,,,,,,,"0.50",,,"0.0","0.0",,,,"58","34","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"64","35","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"51","27","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"60","38","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-19",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"74","45","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"72","46","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"86","48","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"65","36","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"58","35","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"56","31","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-25",,,,,,,,,,,,,"0.24",,,"0.0","0.0",,,,"63","32","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"58","31","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"45","29","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-28",,,,,,,,,,,,,"0.06",,,"0.0","0.0",,,,"45","31","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-29",,,,,,,,,,,,,"0.03",,,"0.0","0.0",,,,"55","37","38",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-30",,,,,,,,,,,,,"0.04",,,"0.0","0.0",,,,"49","37","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-10-31",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"72","41","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"66","42","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-02",,,,,,,,,,,,,"0.39",,,"0.0","0.0",,,,"53","42","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-03",,,,,,,,,,,,,"1.20",,,"0.0","0.0",,,,"54","44","46",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-04",,,,,,,,,,,,,"0.21",,,"0.0","0.0",,,,"54","45","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-05",,,,,,,,,,,,,"1.29",,,"0.0","0.0",,,,"71","35","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-06",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","26","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-07",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"45","24","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-08",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"44","16","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-09",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"36","14","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-10",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"44","15","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-11",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"53","26","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-12",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"56","41","49",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"61","27","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","25","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-15",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"49","29","37",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-16",,,,,,,,,,,,,"0.04",,,"0.0","0.0",,,,"44","36","41",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-17",,,,,,,,,,,,,"0.03",,,"0.0","0.0",,,,"47","36","38",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-18",,,,,,,,,,,,,"1.26",,,"0.0","0.0",,,,"62","38","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-19",,,,,,,,,,,,,"0.45",,,"0.0","0.0",,,,"62","34","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"57","32","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"66","39","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"48","38","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"63","43","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-24",,,,,,,,,,,,,"0.50",,,"0.0","0.0",,,,"65","18","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"30","18","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","24","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-27",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"50","26","39",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"45","26","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-29",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"32","22","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-11-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"39","23","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"56","27","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-02",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","18","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"36","19","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-04",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","29","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-05",,,,,,,,,,,,,"0.33",,,"0.0","0.0",,,,"40","31","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-06",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,"44","25","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-07",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"32","23","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-08",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"43","27","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-09",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","27","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-10",,,,,,,,,,,,,"1.42",,,"0.0","0.0",,,,"49","40","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-11",,,,,,,,,,,,,"0.22",,,"0.2","0.0",,,,"54","17","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-12",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"24","6","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"25","6","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-14",,,,,,,,,,,,,"0.03",,,"0.5","1.0",,,,"30","16","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"32","22","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","25","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-17",,,,,,,,,,,,,"0.01",,,"0.4","0.0",,,,"41","20","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"26","12","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-19",,,,,,,,,,,,,"0.00",,,"0.1","0.0",,,,"29","19","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"31","8","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"32","8","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"49","29","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-23",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"48","28","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-24",,,,,,,,,,,,,"0.08",,,"2.3","2.0",,,,"35","4","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-25",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"25","10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-26",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"38","10","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","13","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-28",,,,,,,,,,,,,"0.23",,,"0.0","0.0",,,,"50","37","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-29",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"49","28","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"44","23","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2003-12-31",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","22","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","20","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-02",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"47","28","33",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-03",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,"61","33","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-04",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","27","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-05",,,,,,,,,,,,,"0.18",,,"2.8","3.0",,,,"33","19","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-06",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"25","-6","-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-07",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"9","-6","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-08",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"24","3","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-09",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"30","16","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-10",,,,,,,,,,,,,"0.01",,,"0.5","2.0",,,,"27","12","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-11",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"28","17","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-12",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"36","22","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-13",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"34","20","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-14",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"36","22","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-15",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"36","8","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-16",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"27","8","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-17",,,,,,,,,,,,,"0.13",,,"0.1","1.0",,,,"31","23","28",,,,,,,,,"    1",,,"    1",,"    1",,,,,,,,,,,,,,,
"USC00118324","2004-01-18",,,,,,,,,,,,,"0.01",,,"0.0","1.0",,,,"35","10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-19",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"15","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-20",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"19","1","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-21",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"23","5","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-22",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"38","1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-23",,,,,,,,,,,,,"0.00",,,"0.1","1.0",,,,"10","1","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-24",,,,,,,,,,,,,"0.11",,,"1.0","1.0",,,,"23","9","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-25",,,,,,,,,,,,,"0.00",,,"0.1","1.0",,,,"22","10","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-26",,,,,,,,,,,,,"0.02",,,"0.3","1.0",,,,"23","13","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-27",,,,,,,,,,,,,"0.14",,,"2.2","3.0",,,,"24","16","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-28",,,,,,,,,,,,,"0.02",,,"0.9","3.0",,,,"20","-1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-29",,,,,,,,,,,,,"0.00",,,"0.1","3.0",,,,"11","-2","-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-30",,,,,,,,,,,,,"0.05",,,"0.7","3.0",,,,"4","-10","-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-01-31",,,,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"6","-11","-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-01",,,,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"19","-9","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-02",,,,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"33","12","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-03",,,,,,,,,,,,,"0.28",,,"3.5","6.0",,,,"34","24","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-04",,,,,,,,,,,,,"0.01",,,"1.0","5.0",,,,"29","-1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-05",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"30","0","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-06",,,,,,,,,,,,,"0.19",,,"1.5","6.0",,,,"30","23","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-07",,,,,,,,,,,,,"0.00",,,"0.1","6.0",,,,"32","19","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-08",,,,,,,,,,,,,"0.01",,,"0.2","6.0",,,,"31","5","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-09",,,,,,,,,,,,,"0.02",,,"0.6","5.0",,,,"32","16","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-10",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"33","21","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-11",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"28","8","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-12",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"38","13","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-13",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"29","6","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-14",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"33","6","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-15",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"36","8","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-16",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"29","2","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-17",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"32","8","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-18",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,"39","11","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-19",,,,,,,,,,,,,"0.00",,,"0.0","4.0",,,,"46","17","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-20",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"47","27","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-21",,,,,,,,,,,,,"0.25",,,"0.5","1.0",,,,"45","29","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","19","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-23",,,,,,,,,,,,,"0.08",,,"0.0","0.0",,,,"46","22","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","32","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"37","21","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","20","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","20","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"51","20","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-02-29",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"58","27","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-01",,,,,,,,,,,,,"0.12",,,"0.0","0.0",,,,"62","37","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-02",,,,,,,,,,,,,"0.18",,,"0.0","0.0",,,,"62","39","40",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"47","37","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-04",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,"47","35","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-05",,,,,,,,,,,,,"1.38",,,"0.0","0.0",,,,"60","37","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-06",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"60","34","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-07",,,,,,,,,,,,,"0.04",,,"0.0","0.0",,,,"48","35","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-08",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","26","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-09",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","24","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-10",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","22","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-11",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"51","25","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-12",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"38","12","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"35","12","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-14",,,,,,,,,,,,,"0.17",,,"0.0","0.0",,,,"49","19","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"44","21","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-16",,,,,,,,,,,,,"0.07",,,"1.3","1.0",,,,"41","22","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-17",,,,,,,,,,,,,"0.02",,,"0.2","1.0",,,,"35","27","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-18",,,,,,,,,,,,,"0.13",,,"0.4","1.0",,,,"38","20","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-19",,,,,,,,,,,,,"0.13",,,"0.0","0.0",,,,"40","20","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-20",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"54","20","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"62","26","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"38","12","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"43","16","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-24",,,,,,,,,,,,,"0.36",,,"0.0","0.0",,,,"63","31","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-25",,,,,,,,,,,,,"0.30",,,"0.0","0.0",,,,"62","41","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-26",,,,,,,,,,,,,"0.41",,,"0.0","0.0",,,,"61","54","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-27",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"68","41","43",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"65","42","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00118324","2004-03-29",,,,,,,,,,,,,"1.27",,,"0.0","0.0",,,,"74","37","41",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,
